station_code,service_area_id
DKJ5,432098d2-611a-4306-b9bb-249fbd1b618c
DKJ5,432098d2-611a-4306-b9bb-249fbd1b618c
DKJ5,432098d2-611a-4306-b9bb-249fbd1b618c
PEJD,a6b1fd2b-39d2-4064-81d9-da8431e1c136
PEJD,a6b1fd2b-39d2-4064-81d9-da8431e1c136
JAF2,7076bab7-31eb-40ce-b3fd-000691dfdd57
JAF2,7076bab7-31eb-40ce-b3fd-000691dfdd57
JAF5,5d676ffc-32f1-458c-b2dc-2010b9376d06
JAF5,5d676ffc-32f1-458c-b2dc-2010b9376d06
JAG2,e1a05c1b-5689-4c7d-9446-fad83f277477
JAG2,e1a05c1b-5689-4c7d-9446-fad83f277477
JBB8,3a0aa760-60ad-4c67-8758-7932924079aa
JBB8,3a0aa760-60ad-4c67-8758-7932924079aa
JBF8,a8ea0d1f-6538-40cb-8e28-c5d8eca080da
JBF8,a8ea0d1f-6538-40cb-8e28-c5d8eca080da
JBG6,b4f2e771-7137-4854-bd31-2cff12a26129
JBG6,b4f2e771-7137-4854-bd31-2cff12a26129
JLE2,c9c61759-a9bd-49cc-8115-ff3e448ef9ec
JLE2,c9c61759-a9bd-49cc-8115-ff3e448ef9ec
JLF5,ef51b76f-f31b-43cd-a4e4-b3111a78d952
JLF5,ef51b76f-f31b-43cd-a4e4-b3111a78d952
MEJ1,fa00bc2b-67f9-4c99-a8c3-07390c29c132
MEJ1,fa00bc2b-67f9-4c99-a8c3-07390c29c132
MEJ1,fa00bc2b-67f9-4c99-a8c3-07390c29c132
MEJ8,f22f9db5-360c-41b8-b86b-5b9e8d166737
MEJ8,f22f9db5-360c-41b8-b86b-5b9e8d166737
MEJ8,f22f9db5-360c-41b8-b86b-5b9e8d166737
MEJ8,f22f9db5-360c-41b8-b86b-5b9e8d166737
DAI1,b3a55f49-bb47-4ea3-b862-15573f001cb2
DAI1,b3a55f49-bb47-4ea3-b862-15573f001cb2
DAI1,b3a55f49-bb47-4ea3-b862-15573f001cb2
OCJ5,4891c74e-bc70-4055-8987-04846dd94bd7
OCJ5,4891c74e-bc70-4055-8987-04846dd94bd7
ONGA,307ef0d7-3147-456c-b184-34e8e5ffa7ae
ONGD,3cf5af5a-d6f7-4318-b2d4-86861d0b72ac
ONGD,3cf5af5a-d6f7-4318-b2d4-86861d0b72ac
DCJ3,2fde8664-eb33-4c2c-a406-532fd037b810
DCJ3,2fde8664-eb33-4c2c-a406-532fd037b810
DCJ3,2fde8664-eb33-4c2c-a406-532fd037b810
DCJ3,2fde8664-eb33-4c2c-a406-532fd037b810
DCJ3,2fde8664-eb33-4c2c-a406-532fd037b810
OCJ9,5730fe55-e085-47b0-9d90-368a2f262ccb
OCJ9,5730fe55-e085-47b0-9d90-368a2f262ccb
DCJ4,3aff95c8-bb13-4a87-96d9-aff06b9b205f
DCJ4,3aff95c8-bb13-4a87-96d9-aff06b9b205f
DCJ4,3aff95c8-bb13-4a87-96d9-aff06b9b205f
DCJ4,3aff95c8-bb13-4a87-96d9-aff06b9b205f
DCJ4,3aff95c8-bb13-4a87-96d9-aff06b9b205f
DCJ4,3aff95c8-bb13-4a87-96d9-aff06b9b205f
OCJ6,7e973a5c-6540-475c-8629-1045639f6982
OCJ6,7e973a5c-6540-475c-8629-1045639f6982
OCJ7,cb1ccc79-0dd8-4e8e-a1de-1f709007424f
OCJ7,cb1ccc79-0dd8-4e8e-a1de-1f709007424f
ONG6,bcc45cff-7379-4603-bbe9-193c141d2d96
ONG6,bcc45cff-7379-4603-bbe9-193c141d2d96
JEA5,df69be21-d5cc-4b60-8fd7-04d26198853e
JEA5,df69be21-d5cc-4b60-8fd7-04d26198853e
JEC2,3b256365-cb05-4213-98c8-a60921fa83c4
JEC2,3b256365-cb05-4213-98c8-a60921fa83c4
JKB3,061aedf3-f0d0-4277-b19f-0508b398ff47
JKB3,061aedf3-f0d0-4277-b19f-0508b398ff47
JMA2,eaf81d81-f857-4681-9941-8e0bb6a4aa1c
JMA2,eaf81d81-f857-4681-9941-8e0bb6a4aa1c
MCJ2,4382c9fc-8400-4dcf-a6f4-2b5c7a7ce05a
MCJ2,4382c9fc-8400-4dcf-a6f4-2b5c7a7ce05a
MCJ2,4382c9fc-8400-4dcf-a6f4-2b5c7a7ce05a
MCJ7,078a3314-4b4d-4481-b512-fe97878bbd01
MCJ7,078a3314-4b4d-4481-b512-fe97878bbd01
MCJ7,078a3314-4b4d-4481-b512-fe97878bbd01
MCJ8,51c33fc9-ad2b-4b32-851d-8570f8fd4f25
MCJ8,51c33fc9-ad2b-4b32-851d-8570f8fd4f25
DTK1,1d0075ee-ec09-4c66-83f3-f3b9a8aa9cf3
DTK1,1d0075ee-ec09-4c66-83f3-f3b9a8aa9cf3
DTK1,1d0075ee-ec09-4c66-83f3-f3b9a8aa9cf3
DTK1,1d0075ee-ec09-4c66-83f3-f3b9a8aa9cf3
DTK1,1d0075ee-ec09-4c66-83f3-f3b9a8aa9cf3
DTK1,1d0075ee-ec09-4c66-83f3-f3b9a8aa9cf3
DTK1,1d0075ee-ec09-4c66-83f3-f3b9a8aa9cf3
PTKJ,1b01d473-fd64-4152-a546-b2b09f84eba3
PTKJ,1b01d473-fd64-4152-a546-b2b09f84eba3
PTKM,bb0501bb-5865-4a0e-a1b5-55c57d64f438
PTKM,bb0501bb-5865-4a0e-a1b5-55c57d64f438
DTK3,1395af67-471a-4287-bcec-7d7c3303260b
DTK3,1395af67-471a-4287-bcec-7d7c3303260b
DTK3,1395af67-471a-4287-bcec-7d7c3303260b
DTK3,1395af67-471a-4287-bcec-7d7c3303260b
DTK3,1395af67-471a-4287-bcec-7d7c3303260b
OTKO,0042ec5e-f298-40a5-b6cd-81949f096825
OTKO,0042ec5e-f298-40a5-b6cd-81949f096825
OTKO,0042ec5e-f298-40a5-b6cd-81949f096825
PTK8,d2b0537b-f38c-4c4b-b38a-a7f90b543567
PTK8,d2b0537b-f38c-4c4b-b38a-a7f90b543567
DTK4,3c3baeda-e6d7-424b-ab84-dd8fb2e1489b
DTK4,3c3baeda-e6d7-424b-ab84-dd8fb2e1489b
DTK4,3c3baeda-e6d7-424b-ab84-dd8fb2e1489b
DTK4,3c3baeda-e6d7-424b-ab84-dd8fb2e1489b
OTK5,bfafab60-7c2d-4088-9d1c-2ad2b7259f18
OTK5,bfafab60-7c2d-4088-9d1c-2ad2b7259f18
PTKH,c5c3422c-710d-4d7a-bb19-6e9c6644cff7
PTKH,c5c3422c-710d-4d7a-bb19-6e9c6644cff7
PTKH,c5c3422c-710d-4d7a-bb19-6e9c6644cff7
DTK6,e0139fd4-3cac-49fe-a193-73c460f05a92
DTK6,e0139fd4-3cac-49fe-a193-73c460f05a92
OTK7,8bac7a96-786f-41ef-97e8-3caba3631bb7
OTK7,8bac7a96-786f-41ef-97e8-3caba3631bb7
OTKY,cd8e70ef-6569-4676-aa5d-fcba363c4c28
OTKY,cd8e70ef-6569-4676-aa5d-fcba363c4c28
PTK1,c564d4ae-26a1-41fa-b436-03c8c35d8d89
PTK1,c564d4ae-26a1-41fa-b436-03c8c35d8d89
PTK1,c564d4ae-26a1-41fa-b436-03c8c35d8d89
PTK2,add40db1-dbeb-476c-9bdd-957a26575aa4
PTK2,add40db1-dbeb-476c-9bdd-957a26575aa4
PTK2,add40db1-dbeb-476c-9bdd-957a26575aa4
PTK3,02a2bf90-8916-4b8f-97a8-220b443f8515
PTK3,02a2bf90-8916-4b8f-97a8-220b443f8515
PTK3,02a2bf90-8916-4b8f-97a8-220b443f8515
PTK4,bf8c4b47-f559-43b0-9675-5b7d87d65dcf
PTK4,bf8c4b47-f559-43b0-9675-5b7d87d65dcf
PTK9,5cedb550-fbec-4e14-8c8e-04789e01adec
PTK9,5cedb550-fbec-4e14-8c8e-04789e01adec
PTK9,5cedb550-fbec-4e14-8c8e-04789e01adec
PTKE,4526bd04-0d95-4918-8d96-d26f5a479453
PTKE,4526bd04-0d95-4918-8d96-d26f5a479453
PTKX,b346f4d9-67c5-4113-b1ff-a3ac89abfc14
PTKX,b346f4d9-67c5-4113-b1ff-a3ac89abfc14
DTK7,7c4e220a-b724-40f7-8ccb-836a38c4a376
DTK7,7c4e220a-b724-40f7-8ccb-836a38c4a376
DTK7,7c4e220a-b724-40f7-8ccb-836a38c4a376
DTK7,7c4e220a-b724-40f7-8ccb-836a38c4a376
DTK7,7c4e220a-b724-40f7-8ccb-836a38c4a376
DTK7,7c4e220a-b724-40f7-8ccb-836a38c4a376
JBG2,dbff5efb-aa67-408e-bf85-a4b698058de3
JBG2,dbff5efb-aa67-408e-bf85-a4b698058de3
JKA6,b97f4323-b659-475e-afbf-924f72d1bb28
JKA6,b97f4323-b659-475e-afbf-924f72d1bb28
JLC4,d05c0ab9-85eb-4543-9388-e2a87c1353a5
JLC4,d05c0ab9-85eb-4543-9388-e2a87c1353a5
JLD4,5355ab25-a28e-4e47-af0f-212675234bbf
JLD4,5355ab25-a28e-4e47-af0f-212675234bbf
JLH6,de274d4e-f586-44d6-8716-0dc6ce739500
JLH6,de274d4e-f586-44d6-8716-0dc6ce739500
VIT1,550c5816-ff49-44b8-9776-4ce3e376e62d
VIT1,550c5816-ff49-44b8-9776-4ce3e376e62d
VSJ1,a5723567-d1c6-4874-918c-cf82c14e9375
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
DEJ6,ba14f694-ccfd-465f-81cc-94533ea1ca4e
PTK5,617650a0-6cbd-4da5-b803-caa7f9e651b4
PTK5,617650a0-6cbd-4da5-b803-caa7f9e651b4
DEJ9,6c267ad3-0201-4bf6-8905-9d3c1bf736b1
DEJ9,6c267ad3-0201-4bf6-8905-9d3c1bf736b1
DEJ9,6c267ad3-0201-4bf6-8905-9d3c1bf736b1
DEJ9,6c267ad3-0201-4bf6-8905-9d3c1bf736b1
DEJ9,6c267ad3-0201-4bf6-8905-9d3c1bf736b1
OEJT,ff067663-3d95-4fdc-b6f6-1ada214a837e
OEJT,ff067663-3d95-4fdc-b6f6-1ada214a837e
OEJU,a0439440-f1d8-47a8-bfa1-f28ca7e1189c
OEJU,a0439440-f1d8-47a8-bfa1-f28ca7e1189c
OEJW,359ad6d6-5319-420e-839f-a892c1eef9a7
OEJW,359ad6d6-5319-420e-839f-a892c1eef9a7
OEJX,6a99db6d-34fb-4cae-b22e-d0a24df9269c
OEJX,6a99db6d-34fb-4cae-b22e-d0a24df9269c
OEJX,6a99db6d-34fb-4cae-b22e-d0a24df9269c
DOW2,41ac1005-1059-4dfe-ad97-a9e8a759820f
DOW2,41ac1005-1059-4dfe-ad97-a9e8a759820f
DOW2,41ac1005-1059-4dfe-ad97-a9e8a759820f
OOW1,729e869e-0e78-4cb7-aa60-d09f50d4aa7c
OOW1,729e869e-0e78-4cb7-aa60-d09f50d4aa7c
OOW3,6bc97676-ee0e-4d92-a500-d337bec70da1
OOW3,6bc97676-ee0e-4d92-a500-d337bec70da1
DTK5,f9cac106-463a-401f-8f26-1144d9c3999e
DTK5,f9cac106-463a-401f-8f26-1144d9c3999e
DTK5,f9cac106-463a-401f-8f26-1144d9c3999e
DTK5,f9cac106-463a-401f-8f26-1144d9c3999e
DTK5,f9cac106-463a-401f-8f26-1144d9c3999e
DTK5,f9cac106-463a-401f-8f26-1144d9c3999e
DTK5,f9cac106-463a-401f-8f26-1144d9c3999e
OEJH,a4d74334-20d3-4279-b463-9da78527d6bc
OEJH,a4d74334-20d3-4279-b463-9da78527d6bc
OEJH,a4d74334-20d3-4279-b463-9da78527d6bc
OTKS,7e8377fa-f118-41de-b1b7-583439ff75c8
OTKS,7e8377fa-f118-41de-b1b7-583439ff75c8
DTK8,889b6ea0-e443-44fe-aafa-fddcf0b701b4
DTK8,889b6ea0-e443-44fe-aafa-fddcf0b701b4
DTK8,889b6ea0-e443-44fe-aafa-fddcf0b701b4
DTK8,889b6ea0-e443-44fe-aafa-fddcf0b701b4
DTK8,889b6ea0-e443-44fe-aafa-fddcf0b701b4
DTK8,889b6ea0-e443-44fe-aafa-fddcf0b701b4
DTK8,889b6ea0-e443-44fe-aafa-fddcf0b701b4
PEJ6,e728a783-fdcd-4eea-a86c-a589ca02e074
PEJ6,e728a783-fdcd-4eea-a86c-a589ca02e074
JHA9,dc0ae190-1d9a-4977-8f1a-8110d3d4ce96
JHA9,dc0ae190-1d9a-4977-8f1a-8110d3d4ce96
MCJ6,1a02b1c6-2667-4225-9fb8-58c226392067
MCJ6,1a02b1c6-2667-4225-9fb8-58c226392067
VOW1,35de60d0-8a03-4fb5-9ec4-3b7ecdb01429
DWJ1,85d7b491-9d83-41ca-b99d-b23bbd0d74c6
DWJ1,85d7b491-9d83-41ca-b99d-b23bbd0d74c6
DWJ1,85d7b491-9d83-41ca-b99d-b23bbd0d74c6
DWJ1,85d7b491-9d83-41ca-b99d-b23bbd0d74c6
DWJ1,85d7b491-9d83-41ca-b99d-b23bbd0d74c6
DWJ1,85d7b491-9d83-41ca-b99d-b23bbd0d74c6
OWJH,08aae9b1-88d1-4abf-803c-917854a6d7b8
OWJH,08aae9b1-88d1-4abf-803c-917854a6d7b8
OWJJ,af5d6211-6f71-4b2a-a0dd-b9142ada1629
OWJJ,af5d6211-6f71-4b2a-a0dd-b9142ada1629
OWJJ,af5d6211-6f71-4b2a-a0dd-b9142ada1629
OWJL,ea9569a8-e80b-442c-a73b-b244c033c3cc
OWJL,ea9569a8-e80b-442c-a73b-b244c033c3cc
OWJL,ea9569a8-e80b-442c-a73b-b244c033c3cc
DWJ3,21303578-7d65-4662-b7e9-cff28863abc5
DWJ3,21303578-7d65-4662-b7e9-cff28863abc5
DWJ3,21303578-7d65-4662-b7e9-cff28863abc5
DWJ3,21303578-7d65-4662-b7e9-cff28863abc5
DWJ3,21303578-7d65-4662-b7e9-cff28863abc5
OOO7,2bcf57a1-ba44-4949-8518-42d68c328e0e
OOO7,2bcf57a1-ba44-4949-8518-42d68c328e0e
OOO7,2bcf57a1-ba44-4949-8518-42d68c328e0e
OOO8,20bc0c87-e7f1-4fc7-ab55-ad122f674cb4
OOO8,20bc0c87-e7f1-4fc7-ab55-ad122f674cb4
OOO9,982f1f64-987a-4c62-9d95-1816faa38ee9
OOO9,982f1f64-987a-4c62-9d95-1816faa38ee9
OWJB,7c266549-6b13-404f-be03-c9cc3b5d3c42
OWJB,7c266549-6b13-404f-be03-c9cc3b5d3c42
OWJM,8f3c82ed-0717-4ca9-aedf-6589b2943e24
OWJM,8f3c82ed-0717-4ca9-aedf-6589b2943e24
DWJ4,85fef29e-2d31-4cc1-b6b6-b3db82d95290
DWJ4,85fef29e-2d31-4cc1-b6b6-b3db82d95290
DWJ4,85fef29e-2d31-4cc1-b6b6-b3db82d95290
JKB5,18ee062c-a292-4678-b167-63676c866602
JKB5,18ee062c-a292-4678-b167-63676c866602
JKB6,b5673d08-e750-48eb-9f50-e8f624a42b06
JKB6,b5673d08-e750-48eb-9f50-e8f624a42b06
JLB2,ddf1c2ec-20c2-43d0-88a2-71adac7b1f45
JLB2,ddf1c2ec-20c2-43d0-88a2-71adac7b1f45
JLB4,83470f8d-6344-4f6d-b2b8-7408698a8be9
JLB4,83470f8d-6344-4f6d-b2b8-7408698a8be9
JLB6,946af397-1cf4-4eeb-881e-68e0de41b49a
JLB6,946af397-1cf4-4eeb-881e-68e0de41b49a
JLD8,b0ca1208-cfa4-4e52-907f-4845e000ec0b
JLD8,b0ca1208-cfa4-4e52-907f-4845e000ec0b
JLH1,64fc2e6a-bf7d-4e5f-b9c6-464289daa809
JLH1,64fc2e6a-bf7d-4e5f-b9c6-464289daa809
MKG1,222070a2-6f48-48d8-b83d-14a32b5ba455
MKG1,222070a2-6f48-48d8-b83d-14a32b5ba455
MKG2,70d8ddb0-5235-4da6-90d0-41c0b1a0db70
MKG2,70d8ddb0-5235-4da6-90d0-41c0b1a0db70
MKG3,1d0987d5-f90e-4d70-ab69-72b2326e8e9e
MKG3,1d0987d5-f90e-4d70-ab69-72b2326e8e9e
MKG4,09bf3475-261d-4167-9cfb-02afd1bf24a5
MKG4,09bf3475-261d-4167-9cfb-02afd1bf24a5
DFK1,4a2b115e-34d3-4836-b841-049a67247e59
DFK1,4a2b115e-34d3-4836-b841-049a67247e59
DFK1,4a2b115e-34d3-4836-b841-049a67247e59
DFK1,4a2b115e-34d3-4836-b841-049a67247e59
DFK1,4a2b115e-34d3-4836-b841-049a67247e59
DFK2,fd1ee245-da92-4c42-a06a-8fdcdf16e3a8
DFK2,fd1ee245-da92-4c42-a06a-8fdcdf16e3a8
DFK2,fd1ee245-da92-4c42-a06a-8fdcdf16e3a8
DFK2,fd1ee245-da92-4c42-a06a-8fdcdf16e3a8
DFK2,fd1ee245-da92-4c42-a06a-8fdcdf16e3a8
